1.106708 cert_ms23,11.1.498295 Live,12.1.700123 cert_ms30_oct19
38E7,3BFB,3541
38E8,3BFC,3542
38E9,3BFD,3543
38FA,3C0D,3554
38FF,3C12,3559
3900,3C13,355A
19B7,0EE7,1444
0E1F,0943,0A12
19B8,0EE8,1445
3901,3C14,355B
3906,3C19,3560
3907,3C1A,3561
390C,3C1F,3566
390D,3C20,3567
3912,3C25,356C
3917,3C2A,3571
391C,3C2F,3576
38C9,3BDD,3523
38CA,3BDE,3524
38CB,3BDF,3525
38CC,3BE0,3526
38C2,3BD6,351C
38C3,3BD7,351D
38C4,3BD8,351E
38C5,3BD9,351F
38C6,3BDA,3520
38C7,3BDB,3521
38C8,3BDC,3522
19D5,0F05,1462
19D6,0F06,1463
19D7,0F07,1464
19D8,0F08,1465
19D9,0F09,1466
19E6,0F16,1473
19CD,0EFD,145A
19CF,0EFF,145C
19D0,0F00,145D
19D1,0F01,145E
19D2,0F02,145F
19D3,0F03,1460
19D4,0F04,1461
217A,1743,1C16
217B,1744,1C17
217C,1745,1C18
216F,1738,1C0B
2170,1739,1C0C
2171,173A,1C0D
2172,173B,1C0E
2173,173C,1C0F
04E8,0401,0426
1E19,1463,1910
2187,1750,1C23
2188,1751,1C24
04EB,0404,0429
04EC,0405,042A
141C,0C3C,10EA
141D,0C3D,10EB
3380,317B,382A
3381,317C,382B
395B,3D6E,3793
395C,3D6F,3794
395D,3D70,3795
3A02,3EDB,4464
1A87,105D,15DC
3098,2F46,3754
309C,2F4A,3758
03F7,0310,0335
1367,0B97,FFFFFFFF
05E7,04FE,0526
03F1,030A,032F
0428,0341,0366
0659,0570,059E
057C,0495,04BB
0425,033E,0363
0476,038F,03B4
2538,1BD0,223F
06E6,2933,062B
311E,2F79,31B4
2A78,29B6,31B5
2956,2C0B,31D5
3130,2F8C,31DD
3136,2F93,31E6
3140,2F9D,31F4
3148,2FA8,31FF
314F,2FB5,3214
3155,2FBC,3220
13E7,0C08,10B6
2889,28D6,3391
21B6,177F,1C52
21B0,1779,1C4C
03EE,0307,032C
03F3,030C,0331
047D,0396,03BB
0468,0381,03A6
05A0,04B7,04DF
05A2,04B9,04E1
05A3,04BA,04E2
0594,04AB,04D3
198E,0EBE,141B
198F,0EBF,141C
197F,0EA9,140C
1364,0B94,1041
0E23,094A,0A16
1A01,0F31,148E
1A02,0F32,148F
1A03,0F33,1490
18F5,0E1F,1382
1942,0E6C,13CF
139E,0BB8,1066
1AA3,1079,15F8
1AA4,107A,15F9
1AA5,107B,15FA
1AA6,107C,15FB
1AB0,1086,1605
1AB1,1087,1606
1AB2,1088,1607
1A82,1058,15D7
1A8A,1060,15DF
1A8B,1061,15E0
1A8C,1062,15E1
1AA2,1078,15F7
3196,300D,33B5
19B9,0EE9,1446
1BCC,11BF,16EE
1BCD,11C0,16EF
1BCE,11C1,16F0
1BCF,11C2,16F1
1F2F,1531,19BB
1F30,1532,19BC
1F31,1533,19BD
1F32,1534,19BE
213B,1704,1BD7
1FD3,15ED,1A64
1FD4,15EE,1A65
1FD5,15EF,1A66
1FD6,15F0,1A67
18ED,0E16,137A
335B,3153,3C2C
332F,3126,3487
336B,3163,3C3C
32D6,30C9,3855
32E3,30D9,3865
32EA,30E0,386C
32EE,30E4,3870
32F2,30E8,3874
32F6,30EC,3878
3302,30F9,3884
332E,3125,4627
3340,3138,462F
3344,313C,4633
345D,325F,46AB
3469,326B,46B4
346D,326F,46B8
2C02,2B63,46BC
3614,4C50,47F7
3615,4C51,47F8
3616,4C52,47F9
0E58,097F,0A4B
0D7E,08A3,0971
0D7F,08A4,0972
0D80,08A5,0973
0D81,08A6,0974
0D82,08A7,0975
0D83,08A8,0976
0D84,08A9,0977
0D85,08AA,0978
0D86,08AB,0979
0D87,08AC,097A
0D88,08AD,097B
0D89,08AE,097C
0D8A,08AF,097D
0D8B,08B0,097E
0D8C,08B1,097F
0D8D,08B2,0980
0D8E,08B3,0981
0D8F,08B4,0982
0D90,08B5,0983
0D91,08B6,0984
0D92,08B7,0985
0D93,08B8,0986
0D94,08B9,0987
0D95,08BA,0988
0D96,08BB,0989
0D97,08BC,098A
0D98,08BD,098B
0D99,08BE,098C
0D9A,08BF,098D
0D9B,08C0,098E
0D9C,08C1,098F
0D9D,08C2,0990
0D9E,08C3,0991
0D9F,08C4,0992
0DA0,08C5,0993
0DA1,08C6,0994
0DA2,08C7,0995
0DA3,08C8,0996
0DA4,08C9,0997
0DA5,08CA,0998
0DA6,08CB,0999
0DA7,08CC,099A
0DA8,08CD,099B
0DA9,08CE,099C
0DAA,08CF,099D
0DAB,08D0,099E
0DAC,08D1,099F
0DAD,08D2,09A0
0DAE,08D3,09A1
0DAF,08D4,09A2
0DB0,08D5,09A3
0DB1,08D6,09A4
0DB2,08D7,09A5
0DB3,08D8,09A6
0DB4,08D9,09A7
0DB5,08DA,09A8
0DB6,08DB,09A9
0DB7,08DC,09AA
0DB8,08DD,09AB
0DB9,08DE,09AC
0DBA,08DF,09AD
0DBB,08E0,09AE
0DBC,08E1,09AF
0DBD,08E2,09B0
0DBE,08E3,09B1
0DBF,08E4,09B2
0DC0,08E5,09B3
0DC1,08E6,09B4
0DC2,08E7,09B5
0DC3,08E8,09B6
0DC4,08E9,09B7
0DC5,08EA,09B8
0DC6,08EB,09B9
0DC7,08EC,09BA
0DC8,08ED,09BB
0DC9,08EE,09BC
0DCA,08EF,09BD
0DCB,08F0,09BE
0DCC,08F1,09BF
0DCD,08F2,09C0
0DCE,08F3,09C1
0DCF,08F4,09C2
0DD0,08F5,09C3
0DD1,08F6,09C4
0DD2,08F7,09C5
0DD3,08F8,09C6
0DD4,08F9,09C7
0DD5,08FA,09C8
0DD6,08FB,09C9
0DD7,08FC,09CA
0DD8,08FD,09CB
0DD9,08FE,09CC
0DDA,08FF,09CD
0DDB,0900,09CE
0DDC,0901,09CF
0DDD,0902,09D0
0DDE,0903,09D1
0DDF,0904,09D2
0DE0,0905,09D3
0DE1,0906,09D4
0DE2,0907,09D5
0DE3,0908,09D6
0DE4,0909,09D7
0DE5,090A,09D8
0DE6,090B,09D9
0DE7,090C,09DA
0DE8,090D,09DB
0DE9,090E,09DC
0DEA,090F,09DD
0DEB,0910,09DE
0DEC,0911,09DF
0DED,0912,09E0
0DEE,0913,09E1
0DEF,0914,09E2
0DF0,0915,09E3
0DF1,0916,09E4
0DF2,0917,09E5
0DF3,0918,09E6
0DF4,0919,09E7
0DF5,091A,09E8
0DF6,091B,09E9
0DF7,091C,09EA
0DF8,091D,09EB
0DF9,091E,09EC
0DFA,091F,09ED
0DFB,0920,09EE
0DFC,0921,09EF
0DFD,0922,09F0
0DFE,0923,09F1
0DFF,0924,09F2
0E01,0925,09F4
0E02,0926,09F5
0E03,0927,09F6
0E04,0928,09F7
0E05,0929,09F8
0E06,092A,09F9
0E07,092B,09FA
0D79,089E,096C
0D7A,089F,096D
0D7B,08A0,096E
29FF,292F,32A6
2A01,2931,32A8
2A04,2936,32AD
2A05,2937,32AE
2A06,2938,32AF
2A07,2939,32B0
2A08,293A,32B1
2A0A,293C,32B3
2868,28B5,32C9
2851,289E,32AC
2518,1BAD,221F
2519,1BAE,2220
251A,1BAF,2221
251B,1BB0,2222
251C,1BB1,2223
2A20,2955,32CB
2A21,2956,32CC
2A22,2957,32CD
2A23,2958,32CE
2A24,2959,32CF
2A25,295A,32D0
2557,1BF2,2261
2558,1BF3,2262
2559,1BF4,2263
2A57,298C,3301
2A58,298D,3302
2A59,298E,3303
2A5A,298F,3304
2A5B,2990,3305
2A5C,2991,3306
2A54,2989,32FE
2A55,298A,32FF
2A56,298B,3300
2A70,29A8,3319
2A75,29B3,331F
2A77,29B5,3321
020D,0120,013E
2A92,29D0,3331
2A93,29D1,3332
2A94,29D2,3333
2A9E,29DC,333D
2AA6,29E4,3345
0274,0187,01A5
0272,0185,01A3
2AAB,29E9,334A
2AB0,29EE,334F
2AB6,29F4,3355
2ABA,29F8,3359
2ABF,29FD,335E
2AC4,2A02,3363
36AD,434C,35F3
2CC1,2BDE,35F4
36C1,4360,3617
36C5,4364,361B
36CA,4369,3620
36CF,436E,3625
36D8,3D36,362F
36DF,3D3A,3633
36E1,4374,3635
257D,3CD6,2287
3689,4318,35D2
2215,4323,1CAE
3692,432D,35DB
368F,4320,35D8
3690,4321,35D9
2211,3D00,1CAA
3691,4322,35DA
2224,3D05,1CBD
2225,3D06,1CBE
2226,432E,1CBF
2227,3D07,1CC0
2228,432F,1CC1
2229,4330,1CC2
222A,4331,1CC3
222B,4332,1CC4
222C,4333,1CC5
222D,4334,1CC6
222E,4335,1CC7
1B28,10F2,1644
3775,3CA8,36A9
3776,3CA9,36AA
3777,3CAA,36AB
3778,3CAB,36AC
3779,3CAC,36AD
377A,3CAD,36AE
376E,3C9F,36A0
3759,3C8A,368B
15CB,0DB1,1315
375A,3C8B,368C
28E3,3C8C,368D
379A,3CD8,36CC
379B,3CD9,36CD
379C,3CDA,36CE
379D,3CDB,36CF
379E,3CDC,36D0
2570,3CC9,227A
3799,3CCA,36CB
2572,3CCB,227C
37C1,3D0C,36EF
37C2,3D0D,36F0
37C3,3D0E,36F1
37C4,3D0F,36F2
37C5,3D10,36F3
37AE,3CE8,36DC
37AF,3CE9,36DD
37B0,3CEA,36DE
37B1,3CEB,36DF
37D8,3D24,370F
37E8,3D2D,3717
37EE,3D3C,371D
37F3,3D41,3722
37F8,3D46,3727
37FD,3D4B,372C
3802,3D50,3731
3807,3D55,3736
380C,3D5A,373B
2CC0,2BDD,3CC6
2CE3,2C00,3CD7
2CEB,2C11,3CDF
2CEF,2C15,3CE3
2CF6,2C1C,3CE7
2CFA,2C20,3CEB
2CFF,2C25,3CF0
2D04,2C2A,3CF5
2D09,2C2F,3CFA
2D0E,2C34,3CFF
2D13,2C39,3D04
2D18,2C3E,3D09
2D1D,2C43,3D0E
2D22,2C48,3D13
2CAA,2BC6,3CAD
2CAE,2BCA,3CB2
2CAF,2BCB,3CB3
285C,28A9,3CB4
285D,28AA,3CB5
3867,3B1F,347D
386A,3B24,3482
386D,3B28,3486
387A,3B43,34A5
387F,3B48,34AA
3885,3B4E,34B0
388C,3B57,34B9
3857,3B0F,346D
3856,3B0E,346C
38EA,3BFE,3544
38FB,3C0E,3555
3902,3C15,355C
3908,3C1B,3562
390E,3C21,3568
3913,3C26,356D
3918,3C2B,3572
391D,3C30,3577
38CE,3BE2,3528
38CF,3BE3,3529
38CD,3BE1,3527
19DA,0F0A,1467
19DB,0F0B,1468
395E,3D71,3796
396A,3D7D,37A6
3A03,3EDC,4465
3099,2F47,3755
309A,2F48,3756
309B,2F49,3757
309D,2F4B,3759
309E,2F4C,375A
309F,2F4D,375B
057E,0497,04BD
057D,0496,04BC
311F,2F7A,31B6
3120,2F7B,31B7
2A88,29C6,31C8
2A89,29C7,31C9
2957,2C0C,31D6
3131,2F8D,31DE
3132,2F8E,31DF
3133,2F8F,31E0
3137,2F94,31E7
3138,2F95,31E8
3139,2F96,31E9
3141,2F9E,31F5
3142,2F9F,31F6
3143,2FA0,31F7
3149,2FA9,3200
314A,2FAA,3201
314B,2FAB,3202
3150,2FB6,3215
3151,2FB7,3216
3152,2FB8,3217
3156,2FBD,3221
3157,2FBE,3222
3158,2FBF,3223
13E9,0C0A,10B8
288A,28D7,3392
288B,28D8,3393
288C,28D9,3394
21B1,177A,1C4D
21B2,177B,1C4E
21B3,177C,1C4F
03F2,030B,0330
03F4,030D,0332
1AA9,107F,15FE
1A8D,1063,15E2
1A9A,1070,15EF
1A9E,1074,15F3
18EE,0E17,137B
335C,3154,3C2D
335D,3155,3C2E
335E,3156,3C2F
3330,3127,3488
336C,3164,3C3D
336D,3165,3C3E
336E,3166,3C3F
32D7,30CA,3856
32D8,30CB,3857
32D9,30CC,3858
32E4,30DA,3866
32E5,30DB,3867
32E6,30DC,3868
32EB,30E1,386D
32EC,30E2,386E
32ED,30E3,386F
32EF,30E5,3871
32F0,30E6,3872
32F1,30E7,3873
32F3,30E9,3875
32F4,30EA,3876
32F5,30EB,3877
32F7,30ED,3879
32F8,30EE,387A
32F9,30EF,387B
3303,30FA,3885
3304,30FB,3886
3305,30FC,3887
3331,3128,4628
3332,3129,4629
3333,312A,462A
3341,3139,4630
3342,313A,4631
3343,313B,4632
3345,313D,4634
3346,313E,4635
3347,313F,4636
345E,3260,46AC
345F,3261,46AD
3460,3262,46AE
346A,326C,46B5
346B,326D,46B6
346C,326E,46B7
346E,3270,46B9
346F,3271,46BA
3470,3272,46BB
0E08,092C,09FB
0E09,092D,09FC
0E0A,092E,09FD
0E0B,092F,09FE
0E0C,0930,09FF
0E1B,093F,0A0E
0E1D,0941,0A10
0E21,0948,0A14
0E24,094B,0A17
0E26,094D,0A19
0E27,094E,0A1A
0E29,0950,0A1C
0E2A,0951,0A1D
0E2B,0952,0A1E
0E2C,0953,0A1F
0E2D,0954,0A20
0E2E,0955,0A21
0E2F,0956,0A22
0E30,0957,0A23
2940,293D,32B4
2A0B,293E,32B5
2A14,2949,32BE
251F,1BB4,2226
2520,1BB5,2227
251E,1BB3,2225
2A51,2986,32FB
2A26,295B,32D1
2A3C,2971,32E6
2A3D,2972,32E7
2564,1BFF,226E
2565,1C00,226F
2566,1C01,2270
2567,1C02,2271
2568,1C03,2272
255B,1BF6,2265
255C,1BF7,2266
255D,1BF8,2267
255E,1BF9,2268
255F,1BFA,2269
2560,1BFB,226A
2561,1BFC,226B
2562,1BFD,226C
2563,1BFE,226D
2A5D,2992,3307
2A65,299A,330F
2A71,29A9,331A
2A79,29B7,3322
2A7A,29B8,3323
2A7B,29B9,3324
2A95,29D3,3334
2A96,29D4,3335
2A97,29D5,3336
2A9D,29DB,333C
2A9F,29DD,333E
2AA0,29DE,333F
2AA1,29DF,3340
2AA7,29E5,3346
2AA8,29E6,3347
2AA9,29E7,3348
0273,0186,01A4
2AAC,29EA,334B
2AAD,29EB,334C
2AAE,29EC,334D
2AB1,29EF,3350
2AB2,29F0,3351
2AB3,29F1,3352
2AB7,29F5,3356
2AB8,29F6,3357
2AB9,29F7,3358
2ABB,29F9,335A
2ABC,29FA,335B
2ABD,29FB,335C
2AC0,29FE,335F
2AC1,29FF,3360
2AC2,2A00,3361
2AC5,2A03,3364
2AC6,2A04,3365
2AC7,2A05,3366
36AE,434D,35F5
36AF,434E,35F6
36B0,434F,35F7
2CD0,2BED,360C
2CD2,2BEF,360D
2CD3,2BF0,360E
36C2,4361,3618
36C3,4362,3619
36C4,4363,361A
36C6,4365,361C
36C7,4366,361D
36C8,4367,361E
36CB,436A,3621
36CC,436B,3622
36CD,436C,3623
36D0,436F,3626
36D1,4370,3627
36D2,4371,3628
36D9,3D37,3630
36E2,4375,3636
36E3,4376,3637
36E4,4377,3638
257E,3CD7,2288
377B,3CAE,36AF
377C,3CAF,36B0
378A,3CBC,36C0
3764,3C95,3696
3765,3C96,3697
3766,3C97,3698
3767,3C98,3699
3768,3C99,369A
375B,3C8D,368E
375C,3C8E,368F
375D,3C8F,3690
375F,3C90,3691
3760,3C91,3692
379F,3CDD,36D1
257A,3CD3,2284
257B,3CD4,2285
2573,3CCC,227D
2574,3CCD,227E
2575,3CCE,227F
2576,3CCF,2280
2577,3CD0,2281
2578,3CD1,2282
37C6,3D11,36F4
37C7,3D12,36F5
21D6,3CF5,1C72
37B5,3CF6,36E3
37B6,3CF7,36E4
37B7,3CF8,36E5
37B8,3CF9,36E6
37B9,3CFA,36E7
37B2,3CEC,36E0
37B3,3CED,36E1
37B4,3CEE,36E2
21FA,3CEF,1C93
21FB,3CF0,1C94
21FC,3CF1,1C95
37D9,3D25,3710
37DA,3D26,3711
37DB,3D27,3712
37E9,3D2E,3718
37EA,3D2F,3719
37EB,3D30,371A
37EF,3D3D,371E
37F0,3D3E,371F
37F1,3D3F,3720
37F4,3D42,3723
37F5,3D43,3724
37F6,3D44,3725
37F9,3D47,3728
37FA,3D48,3729
37FB,3D49,372A
37FE,3D4C,372D
37FF,3D4D,372E
3800,3D4E,372F
3803,3D51,3732
3804,3D52,3733
3805,3D53,3734
3808,3D56,3737
3809,3D57,3738
380A,3D58,3739
380D,3D5B,373C
380E,3D5C,373D
380F,3D5D,373E
2CC2,2BDF,3CC7
2CC3,2BE0,3CC8
2CC4,2BE1,3CC9
2CE4,2C01,3CD8
2CE5,2C02,3CD9
2CE6,2C03,3CDA
2CEC,2C12,3CE0
2CED,2C13,3CE1
2CEE,2C14,3CE2
2CF1,2C17,3CE4
2CF2,2C18,3CE5
2CF3,2C19,3CE6
2CF7,2C1D,3CE8
2CF8,2C1E,3CE9
2CF9,2C1F,3CEA
2CFB,2C21,3CEC
2CFC,2C22,3CED
2CFD,2C23,3CEE
2D00,2C26,3CF1
2D01,2C27,3CF2
2D02,2C28,3CF3
2D05,2C2B,3CF6
2D06,2C2C,3CF7
2D07,2C2D,3CF8
2D0A,2C30,3CFB
2D0B,2C31,3CFC
2D0C,2C32,3CFD
2D0F,2C35,3D00
2D10,2C36,3D01
2D11,2C37,3D02
2D14,2C3A,3D05
2D15,2C3B,3D06
2D16,2C3C,3D07
2D19,2C3F,3D0A
2D1A,2C40,3D0B
2D1B,2C41,3D0C
2D1E,2C44,3D0F
2D1F,2C45,3D10
2D20,2C46,3D11
2D23,2C49,3D14
2D24,2C4A,3D15
2D25,2C4B,3D16
386E,3B29,3489
386F,3B2A,348A
3870,3B2B,348B
387B,3B44,34A6
387C,3B45,34A7
387D,3B46,34A8
3880,3B49,34AB
3881,3B4A,34AC
3882,3B4B,34AD
3886,3B4F,34B1
3887,3B50,34B2
3888,3B51,34B3
388D,3B58,34BA
388E,3B59,34BB
388F,3B5A,34BC
3858,3B10,346E
38EB,3BFF,3545
38EC,3C00,3546
38ED,3C01,3547
38FC,3C0F,3556
38FD,3C10,3557
38FE,3C11,3558
3903,3C16,355D
3904,3C17,355E
3905,3C18,355F
3909,3C1C,3563
390A,3C1D,3564
390B,3C1E,3565
390F,3C22,3569
3910,3C23,356A
3911,3C24,356B
3914,3C27,356E
3915,3C28,356F
3916,3C29,3570
3919,3C2C,3573
391A,3C2D,3574
391B,3C2E,3575
391E,3C31,3578
391F,3C32,3579
3920,3C33,357A
38D0,3BE4,352A
395F,3D72,3797
3960,3D73,3798
3961,3D74,3799
396B,3D7E,37A7
396C,3D7F,37A8
396D,3D80,37A9
3A04,3EDD,4466
3A05,3EDE,4467
3A06,3EDF,4468
2A8A,29C8,31CA
2A8B,29C9,31CB
2A8C,29CA,31CC
2A8D,29CB,31CD
1A8E,1064,15E3
1A8F,1065,15E4
1A90,1066,15E5
1A9B,1071,15F0
1A9C,1072,15F1
1A9D,1073,15F2
1A9F,1075,15F4
1AA0,1076,15F5
1AA1,1077,15F6
0E10,0934,0A03
0E22,0949,0A15
0E40,0967,0A33
2A0C,293F,32B6
2A15,294A,32BF
2521,1BB6,2228
2A27,295C,32D2
2A3E,2973,32E8
2A42,2977,32EC
256D,1C08,2277
2569,1C04,2273
256A,1C05,2274
256E,1C09,2278
256F,1C0A,2279
2A5E,2993,3308
2A66,299B,3310
1482,0CA2,1150
1483,0CA3,1151
377D,3CB0,36B1
3786,3CB8,36B9
378B,3CBD,36C1
3769,3C9A,369B
376A,3C9B,369C
376B,3C9C,369D
376D,3C9E,369F
28F8,3CA0,36A1
376F,3CA1,36A2
3770,3CA2,36A3
3771,3CA3,36A4
3772,3CA4,36A5
3773,3CA5,36A6
0541,045A,047F
28FD,3CA6,36A7
3774,3CA7,36A8
37A0,3CDE,36D2
257C,3CD5,2286
37C8,3D13,36F6
37D0,3D1C,3707
221F,3D02,1CB8
2220,3D03,1CB9
2221,3D04,1CBA
37BA,3CFB,36E8
37BB,3CFC,36E9
37BC,3CFD,36EA
37BD,3CFE,36EB
37BE,3CFF,36EC
37BF,3D08,36ED
37C0,3D09,36EE
2A0D,2940,32B7
2A0E,2941,32B8
2A0F,2942,32B9
2A16,294B,32C0
2A17,294C,32C1
2A18,294D,32C2
2A28,295D,32D3
2A29,295E,32D4
2A2A,295F,32D5
2A3F,2974,32E9
2A40,2975,32EA
2A41,2976,32EB
2A43,2978,32ED
2A44,2979,32EE
2A45,297A,32EF
2A5F,2994,3309
2A60,2995,330A
2A61,2996,330B
2A67,299C,3311
2A68,299D,3312
2A69,299E,3313
377E,3CB1,36B2
377F,3CB2,36B3
3780,3CB3,36B4
3787,3CB9,36BA
3788,3CBA,36BB
3789,3CBB,36BC
378C,3CBE,36C2
378D,3CBF,36C3
378E,3CC0,36C4
37A1,3CDF,36D3
37A2,3CE0,36D4
37A3,3CE1,36D5
37C9,3D14,36F7
37CA,3D15,36F8
37CB,3D16,36F9
37D1,3D1D,3708
37D2,3D1E,3709
37D3,3D1F,370A
1516,FFFFFFFF,11E4
01B5,FFFFFFFF,00DE
14F7,FFFFFFFF,11C5
1500,FFFFFFFF,11CE
1A55,FFFFFFFF,1222
1504,FFFFFFFF,11D2
1520,FFFFFFFF,11EE
30A2,FFFFFFFF,45DE
30A4,FFFFFFFF,45DF
1A1A,FFFFFFFF,14A8
1A4A,FFFFFFFF,1580
06B2,FFFFFFFF,05F7
06B3,FFFFFFFF,05F8
2251,FFFFFFFF,1CF3
2252,FFFFFFFF,1CF4
2253,FFFFFFFF,1CF5
2254,FFFFFFFF,1CF6
2255,FFFFFFFF,1CF7
2256,FFFFFFFF,1CF8
2257,FFFFFFFF,1CF9
11A7,FFFFFFFF,0E75
2258,FFFFFFFF,1CFA
2259,FFFFFFFF,1CFB
225A,FFFFFFFF,1CFC
225C,FFFFFFFF,1CFE
225D,FFFFFFFF,1CFF
225E,FFFFFFFF,1D00
225F,FFFFFFFF,1D01
204F,FFFFFFFF,1AE2
2050,FFFFFFFF,1AE3
2051,FFFFFFFF,1AE4
2052,FFFFFFFF,1AE5
2053,FFFFFFFF,1AE6
2054,FFFFFFFF,1AE7
2055,FFFFFFFF,1AE8
2056,FFFFFFFF,1AE9
2057,FFFFFFFF,1AEA
2058,FFFFFFFF,1AEB
2059,FFFFFFFF,1AEC
31BD,FFFFFFFF,1EDF
31BE,FFFFFFFF,1EE0
31BF,FFFFFFFF,1EE1
31C0,FFFFFFFF,1EE2
31C1,FFFFFFFF,1EE3
31C2,FFFFFFFF,1EE4
31C3,FFFFFFFF,1EE5
31C4,FFFFFFFF,1EE6
31C5,FFFFFFFF,1EE7
31C6,FFFFFFFF,1EE8
31C7,FFFFFFFF,1EE9
2087,FFFFFFFF,1B1C
2089,FFFFFFFF,1B1E
208A,FFFFFFFF,1B1F
1185,FFFFFFFF,0E51
208C,FFFFFFFF,1B21
208D,FFFFFFFF,1B22
208E,FFFFFFFF,1B23
208F,FFFFFFFF,1B24
2090,FFFFFFFF,1B25
2092,FFFFFFFF,1B27
15A4,FFFFFFFF,1271
15A3,FFFFFFFF,1270
0E5B,FFFFFFFF,0A6A
28BE,FFFFFFFF,42B3
3816,FFFFFFFF,42B4
3817,FFFFFFFF,42B5
3818,FFFFFFFF,42B6
3819,FFFFFFFF,42B7
381A,FFFFFFFF,42B8
381B,FFFFFFFF,42B9
381C,FFFFFFFF,42BA
381D,FFFFFFFF,42BB
381E,FFFFFFFF,42BC
381F,FFFFFFFF,42BD
3820,FFFFFFFF,42BE
30BC,FFFFFFFF,45F5
30BD,FFFFFFFF,45F6
30BE,FFFFFFFF,45F7
30BF,FFFFFFFF,45F8
30C0,FFFFFFFF,45F9
30C2,FFFFFFFF,45FA
30C3,FFFFFFFF,45FB
30C4,FFFFFFFF,45FC
30A6,FFFFFFFF,45E0
30A8,FFFFFFFF,45E1
30A9,FFFFFFFF,45E2
30AA,FFFFFFFF,45E3
30AB,FFFFFFFF,45E4
06B6,FFFFFFFF,05FB
06B7,FFFFFFFF,05FC
06B8,FFFFFFFF,05FD
22EF,FFFFFFFF,1D92
22F0,FFFFFFFF,1D93
22F1,FFFFFFFF,1D94
22F2,FFFFFFFF,1D95
2298,FFFFFFFF,1D3A
2299,FFFFFFFF,1D3B
229A,FFFFFFFF,1D3C
22A0,FFFFFFFF,1D42
2260,FFFFFFFF,1D02
2261,FFFFFFFF,1D03
2262,FFFFFFFF,1D04
2263,FFFFFFFF,1D05
2264,FFFFFFFF,1D06
2265,FFFFFFFF,1D07
2266,FFFFFFFF,1D08
2267,FFFFFFFF,1D09
22F5,FFFFFFFF,1D98
22A2,FFFFFFFF,1D44
226B,FFFFFFFF,1D0D
226C,FFFFFFFF,1D0E
226D,FFFFFFFF,1D0F
226E,FFFFFFFF,1D10
226F,FFFFFFFF,1D11
2270,FFFFFFFF,1D12
2271,FFFFFFFF,1D13
2272,FFFFFFFF,1D14
2273,FFFFFFFF,1D15
2274,FFFFFFFF,1D16
2275,FFFFFFFF,1D17
2276,FFFFFFFF,1D18
2277,FFFFFFFF,1D19
2278,FFFFFFFF,1D1A
2279,FFFFFFFF,1D1B
227A,FFFFFFFF,1D1C
227B,FFFFFFFF,1D1D
227C,FFFFFFFF,1D1E
227D,FFFFFFFF,1D1F
227E,FFFFFFFF,1D20
227F,FFFFFFFF,1D21
2280,FFFFFFFF,1D22
22F6,FFFFFFFF,1D99
22F8,FFFFFFFF,1D9B
22F9,FFFFFFFF,1D9C
22FA,FFFFFFFF,1D9D
22FB,FFFFFFFF,1D9E
2294,FFFFFFFF,1D36
2295,FFFFFFFF,1D37
2296,FFFFFFFF,1D38
2281,FFFFFFFF,1D23
2282,FFFFFFFF,1D24
2283,FFFFFFFF,1D25
2284,FFFFFFFF,1D26
2285,FFFFFFFF,1D27
2286,FFFFFFFF,1D28
2287,FFFFFFFF,1D29
2288,FFFFFFFF,1D2A
2289,FFFFFFFF,1D2B
228B,FFFFFFFF,1D2D
228A,FFFFFFFF,1D2C
22A4,FFFFFFFF,1D46
22A5,FFFFFFFF,1D47
22A6,FFFFFFFF,1D48
22A7,FFFFFFFF,1D49
22A8,FFFFFFFF,1D4A
22A9,FFFFFFFF,1D4B
228D,FFFFFFFF,1D2F
228E,FFFFFFFF,1D30
228F,FFFFFFFF,1D31
2290,FFFFFFFF,1D32
2291,FFFFFFFF,1D33
2292,FFFFFFFF,1D34
207F,FFFFFFFF,1B14
2080,FFFFFFFF,1B15
2081,FFFFFFFF,1B16
2082,FFFFFFFF,1B17
2083,FFFFFFFF,1B18
207C,FFFFFFFF,1B11
207D,FFFFFFFF,1B12
207E,FFFFFFFF,1B13
2062,FFFFFFFF,1AF6
2063,FFFFFFFF,1AF7
2064,FFFFFFFF,1AF8
2065,FFFFFFFF,1AF9
2066,FFFFFFFF,1AFA
2067,FFFFFFFF,1AFB
2068,FFFFFFFF,1AFC
2069,FFFFFFFF,1AFD
206A,FFFFFFFF,1AFE
206B,FFFFFFFF,1AFF
206C,FFFFFFFF,1B00
206D,FFFFFFFF,1B01
0E00,FFFFFFFF,09F3
2086,FFFFFFFF,1B1B
2079,FFFFFFFF,1B0E
0591,FFFFFFFF,04D0
0592,FFFFFFFF,04D1
207A,FFFFFFFF,1B0F
206E,FFFFFFFF,1B02
206F,FFFFFFFF,1B03
2070,FFFFFFFF,1B04
2071,FFFFFFFF,1B05
2072,FFFFFFFF,1B06
2073,FFFFFFFF,1B07
2074,FFFFFFFF,1B08
2075,FFFFFFFF,1B09
2076,FFFFFFFF,1B0A
31DD,FFFFFFFF,1EFF
31DE,FFFFFFFF,1F00
31DF,FFFFFFFF,1F01
31E0,FFFFFFFF,1F02
31E1,FFFFFFFF,1F03
06F6,FFFFFFFF,063B
31E9,FFFFFFFF,1F0B
31EA,FFFFFFFF,1F0C
31C8,FFFFFFFF,1EEA
31C9,FFFFFFFF,1EEB
31CA,FFFFFFFF,1EEC
31CB,FFFFFFFF,1EED
31CC,FFFFFFFF,1EEE
31CD,FFFFFFFF,1EEF
